lemat;nachechowanie
serdecznoœæ;+ m
siatka;- s
skandal;- m
sk¹py;- s
skarb;+ m
skaza;- s
skazany;- m
skomplikowany;- s
skon;- m
skrót;+ s
skrupulatny;amb
skrzat;+ s
skuteczny;+ s
skwar;- m
œliczny;+ m
smaczny;+ s
smakosz;+ m
smarkacz;- m
smêtny;- s
œmiaæ siê;amb
œmiaæ siê;- s
œmia³ek;+ s
œmia³y;+ s
œmieræ;- m
œmierdzieæ;- s
œmiertelnik;- s
œmiertelny;- m
œmiesznoœæ;- m
œmieszny;+ s
œmietanka;+ s
smród;- s
smród;amb
smutek;- m
sojusznik;+ s
sojusznik;+ m
solidarnoœæ;+ m
solidarnoœæ;+ s
solidarny;+ s
solidny;+ m
specjalista;amb
specjalny;amb
specyficzny;amb
spektakularny;+ m
speluna;- s
speluna;- m
speszony;- s
spe³nienie;+ m
œpi¹cy;- s
spójny;+ s
spokój;+ s
spokój;+ m
spontaniczny;amb
spór;- s
sporadyczny;amb
sporny;- m
sporny;- s
sportowy;+ s
spory;amb
sposobnoœæ;+ s
spotkanie;amb
spóŸnialski;- s
spóŸnienie;- s
spo³ecznik;+ s
sprawca;- s
sprawdzony;+ s
sprawiedliwy;+ m
sprytny;amb
sprzeciw;amb
sprzeczka;- s
sp³ukany;- s
sp³ycony;- s
srogi;- s
srogi;- m
stabilny;+ s
stado;- s
stanowczy;amb
staranny;+ s
starcie;- s
staromodny;amb
staroœwiecki;amb
staruszkowie;+ s
staruszkowie;amb
starzy;- m
sterta;- s
stopniowy;+ s
stos;- s
stosowny;+ s
strach;- m
strapienie;- s
straszliwy;- m
straszny;- m
straszny;amb
strata;- m
stres;- m
stres;amb
stres;- s
stró¿;+ m
strzec;+ s
stylowy;+ s
st³uczka;- s
subordynacja;+ s
subtelnoœæ;+ s
subtelnoœæ;amb
sugestywny;+ s
sumienny;+ s
surowy;amb
suwerennoœæ;+ s
suwerenny;+ m
suwerenny;+ s
swary;- s
œwiadomy;+ m
œwiat;amb
œwi¹tynia;+ m
œwi¹tynia;+ s
œwiat³y;+ m
œwiêto;+ s
œwiêtowaæ;+ m
œwiêtowaæ;+ s
swoboda;amb
swobodny;+ s
swój;+ s
sympatia;+ m
sympatyczny;+ s
systematycznoœæ;+ s
systematyczny;+ s
szablonowy;- s
szaleñstwo;amb
szanowny;+ s
sza³;amb
szczegó³owy;amb
szczery;+ m
szczêœcie;+ m
szczêœliwoœæ;+ m
szczêœliwy;+ m
szczodry;+ m
szczup³y;+ s
szczytowy;+ m
szeregowy;- s
szkoda;- m
szkodliwy;- m
szkrab;+ s
szlachetny;+ m
szmer;- s
s³abeusz;- s
s³abowity;- s
s³awa;+ s
s³usznoœæ;+ m
s³usznoœæ;+ s
s³ynny;amb
tajemniczy;- s
tajemniczy;amb
taktowny;+ s
tani;- s
tarapaty;- s
tata;+ s
tchórz;- m
têgi;- s
temperament;amb
temperament;+ s
têpy;- m
têsknota;- m
têskny;- s
tê¿yzna;+ m
tkliwy;+ s
tkliwy;amb
toczyæ;amb
toksyczny;- m
tolerancyjny;+ s
tolerancyjny;+ m
totalny;- s
towarzyski;+ s
traf;amb
trafny;+ s
tragedia;- m
tragiczny;- m
triumfator;+ m
troska;+ s
troskliwoœæ;+ s
trucizna;- s
trucizna;- m
trudnoœæ;- s
trudny;- s
trudny;- m
truj¹cy;- m
trwa³y;amb
trwoga;- m
trzeŸwy;+ s
trzoda;- s
trzoda;- m
tubalny;amb
tuman;- m
tumult;- s
twórczy;+ s
tyran;- m
tyran;- s
t³ok;- s
t³umaczyæ;+ s
t³usty;- m
ubogi;- s
ubóstwo;- m
uchodziæ;amb
uciecha;+ m
ucieczka;- s
ucieszny;+ s
uczciwy;+ s
uczony;+ m
uczuciowy;amb
uczynny;+ m
uczynny;+ s
udawany;- s
uderzaæ;amb
uderzaæ;- s
udrêczenie;- m
udrêka;- m
ugodowy;amb
uj¹æ;+ s
uj¹æ;+ m
ujmowaæ;+ s
ujmuj¹cy;+ m
ujœæ;amb
ukazaæ siê;amb
ukochany;+ m
uk³adaæ;+ s
uk³adny;+ s
ul;- s
uleg³oœæ;- s
uleg³oœæ;amb
uleg³y;amb
ulga;+ s
ulubieniec;+ m
ulubiony;+ m
umar³y;- m
umiar;+ s
umieranie;- s
umotywowany;+ s
umyœlny;- s
umyœlny;amb
unikn¹æ;amb
uniwersalny;+ s
uparty;- s
upa³;- m
upodobanie;+ m
upodobanie;+ s
uporczywy;- m
uporz¹dkowaæ;+ s
upowszechniaæ;amb
uprawniony;+ s
uprzedzenie;- m
uprzejmy;+ s
uprzytomniæ;amb
upust;+ s
uratowaæ;+ s
uroczy;+ m
uroczystoœæ;+ s
uroczysty;+ m
urodziwy;+ m
urodziwy;+ s
urojenie;- s
urozmaicenie;+ s
urz¹dziæ;amb
urzeczenie;+ m
urzêdowy;- s
urzekaj¹cy;+ m
uschniêty;- s
usprawiedliwiony;+ s
ustawiczny;amb
ustêpliwy;- s
ustêpliwy;amb
usterka;- s
ustronny;+ s
uœwiadomiæ;amb
usypiaj¹cy;- s
uszkodzenie;- s
uszykowany;+ s
us³u¿ny;amb
utalentowany;+ s
utrapienie;- m
utrata;- m
utrudzenie;- s
uwielbienie;+ m
uwolniæ;+ s
uwolniæ;+ m
uzasadniony;+ s
uznanie;+ m
uznany;+ m
u¿yteczny;+ s
u³atwiony;+ s
u³omny;- s
u³o¿yæ;+ s
wada;- s
walczyæ;- s
walczyæ;amb
waleczny;+ m
wapno;- s
w¹tpliwy;- s
w¹tpliwy;amb
w¹t³y;- s
wciêty;- s
wciêty;- m
wdziêczny;+ s
wdziêk;+ m
wdziêk;+ s
weso³oœæ;+ m
weso³y;+ m
weto;amb
wiaro³omny;- m
wiarygodny;+ s
wiarygodny;+ m
widoczny;+ s
widoczny;amb
widowiskowy;+ m
wieczny;- s
wiekopomny;+ m
wielbiciel;+ s
wielki;amb
wielkoduszny;+ m
wielmo¿ny;+ s
wierny;+ s
wilgotny;amb
willa;+ s
winny;- m
wiocha;- m
wiotki;- s
wlec;- s
wnikliwy;+ s
wola;amb
wolna rêka;+ s
wolnoœæ;amb
wolnoœæ;+ s
wolny;+ s
wolny;+ m
wonny;+ s
wpadaæ;- s
wpadaæ;amb
wprawny;+ s
wp³ywowy;+ s
wra¿enie;amb
wra¿liwoœæ;+ m
wrogi;- m
wrogoœæ;- m
wrzawa;amb
wœciekaæ;- m
wœciekaæ siê;- m
wœciek³oœæ;- m
wsiok;- m
wsiowy;- s
wskazany;+ s
wspania³omyœlny;+ m
wspania³y;+ m
wsparcie;+ s
wspieraæ siê;+ s
wspólnota;+ s
wspó³czuj¹cy;- s
wspó³czuj¹cy;+ s
wspó³czuj¹cy;amb
wstawiony;- s
wstrêt;- m
wstrêtny;- m
wstyd;- s
wstydliwy;- s
wszechstronny;+ s
wszystko;amb
wtr¹caæ siê;- m
wtr¹caæ siê;- s
wtr¹ciæ siê;- s
wulgarny;- m
wybaczyæ;+ s
wybawca;+ s
wybawca;+ m
wybawiaæ;+ s
wybawiæ;+ s
wybiæ siê;+ s
wybijaj¹cy siê;+ s
wybitny;+ m
wyborny;+ m
wybrany;+ s
wybuchowy;- m
wychowaæ;+ s
dobrze wychowany;+ s
wychowywaæ;+ s
wyczekaæ;+ s
wyczekaæ;amb
wyczekiwaæ;amb
wyczerpanie;- s
wyczerpuj¹cy;+ s
wydajny;+ s
wygraæ;+ s
wygrany;+ s
wygrany;+ m
wygrywaæ;+ s
wyj¹tkowy;+ m
wyjœcie;+ s
wykoncypowaæ;+ s
wykoñczony;- s
wykoñczony;- m
wykrêtny;- s
wykrzesaæ;+ s
wykrzykiwaæ;amb
wykwalifikowany;+ m
wykwalifikowany;+ s
wymóc;amb
wymówka;- s
wymowny;amb
wymusiæ;amb
wymuszaæ;amb
wymuszaæ;- s
wymyœlny;amb
wynios³oœæ;- s
wynios³y;- s
wyobcowanie;- s
wypadek;- s
wypoczêty;+ s
wyrachowany;- m
wyrobiony;+ s
wyrostek;- s
wyró¿niaj¹cy siê;+ m
wyró¿niaj¹cy siê;amb
wyró¿niæ;+ s
wyró¿niæ;amb
wyró¿niæ siê;amb
wyró¿niony;+ s
wyrzuty sumienia;- m
wyrzuty sumienia;- s
wyschniêty;- s
wyskokowy;+ s
wyœmienity;+ s
wyœmienity;+ m
wyœmiewaæ siê;- s
wyst¹piæ;- s
wystarczaj¹cy;+ s
wystawny;amb
wystêpny;- s
wystrzegaæ siê;amb
wystudiowany;- s
wyszkolony;+ s
wyszukiwaæ;+ s
wytrawny;+ m
wytrwa³oœæ;+ m
wytrwa³y;+ m
wytrzyma³y;+ s
wytworny;+ m
wyt³umaczyæ;+ s
wywiadywaæ siê;+ s
wywy¿szaæ;- s
wyzwalaæ;amb
wyzwanie;amb
wyzwoliæ;amb
wzbogaciæ siê;+ s
wzbudzaæ;amb
wzbudziæ;amb
wzburzenie;- m
wzburzony;- m
wzdychaæ;amb
wzglêdy;+ s
wzi¹tka;- s
wzniecaæ;- s
wzniecaæ;amb
wznios³y;- s
wzorcowy;+ m
wzorowy;+ m
wzrosn¹æ;amb
wzruszaj¹cy;amb
wzruszenie;+ m
w³adza;amb
zaanga¿owaæ siê;+ s
zaatakowaæ;amb
zaatakowaæ;- m
zabawiaæ;+ s
zabawiaæ siê;+ s
zabawny;+ s
zabiæ;- m
zabijaæ;- m
zabójca;- m
zabrudzony;- s
zabytkowy;+ s
zachciewaæ siê;amb
zachowawczy;amb
zachwycaæ siê;+ m
zachwyt;+ m
zach³anny;- s
zaciekawienie;+ s
zaciekawiony;+ s
zaciek³y;amb
zaciszny;+ s
zacny;+ m
zacofany;- m
zaczepny;amb
zaczerwieniony;- s
zadbaæ;+ s
zadoœæuczynienie;+ s
zadowalaj¹cy;+ s
zadra;- m
¿¹dza;amb
¿¹dza sukcesu;amb
zadziwienie;amb
zad³u¿enie;- s
zagmatwany;- s
zagro¿enie;- m
zag³ada;- m
zainteresowanie;+ s
zajad³y;- m
zajœæ;- s
zajœcie;- s
zakoñczenie;amb
¿al;- m
zalany;- s
zalany;- m
zalecaæ;+ s
zale¿noœæ;- s
zamêt;- s
zamieszanie;- s
zamkniêcie;- s
zamordowaæ;- m
zamo¿noœæ;amb
zamo¿ny;+ s
zaniechaæ;- s
zaniechaæ;amb
zanieczyszczony;- m
zaniepokojenie;- s
zanik;- m
zanik;- s
zapad³y;- m
zapalony;+ m
zapamiêta³y;amb
zapas;+ s
zapa³;amb
zaplanowany;+ s
zaplecze;+ s
zapobiegaæ;+ s
zapobiegawczy;+ s
zapominaæ;- s
zapomnieæ;- s
zapomnieæ;amb
zapomoga;+ s
zapowiedŸ;amb
zapracowaæ;+ s
zarabiaæ;+ s
zaradnoœæ;+ m
zaradny;+ s
zarêczyæ;+ s
¿arliwy;amb
zarobiæ;+ s
zarobiæ;amb
zarozumia³y;- s
zarz¹dziæ;amb
zarzut;- m
¿ar³oczny;- m
zasadniczy;amb
zasadny;+ s
zaskakiwaæ;amb
zaskoczenie;amb
zaskoczyæ;amb
zaœmiewaæ siê;+ s
zasn¹æ na wieki;- m
zasn¹æ na wieki;- s
zasobnoœæ;amb
zas³u¿ony;+ m
zatopiæ;- m
zatroskany;amb
zatrzêsienie;- m
zatrzêsienie;- s
zatrzêsienie;amb
zat³oczenie;- s
zat³uszczony;- s
zaufany;+ m
zauwa¿alny;+ s
zawada;- s
zawieraæ;+ s
zawlec;- s
zawodowy;+ s
zawrzeæ;+ s
zawstydzenie;- m
zazdrosny;- m
zazdrosny;- s
za¿enowanie;- m
za¿y³y;+ m
za³amanie;- m
za³amanie;- s
¿a³oœæ;- m
¿a³osny;- m
zbadaæ;+ s
zbawca;+ s
zbawca;+ m
zbawiaæ;+ m
zbawiæ;+ s
zbêdny;- s
zbiæ;- s
zbiæ;- m
zbieraæ;+ s
zbieraæ;amb
zbyæ;+ s
zbywaæ;+ s
zdatny;+ s
zdecydowany;+ m
zdecydowany;+ s
zdenerwowanie;- s
zdenerwowany;- s
zdenerwowany;- m
zdolny;amb
zdrowie;+ s
zdrowotny;+ s
zdrowy;+ s
zdrowy;+ m
zdumienie;amb
zdystansowany;amb
zdziwienie;amb
zebraæ;+ s
zebraæ;amb
¿ebrak;- s
zejœcie;- m
¿elazny;amb
zemdlony;- s
zepsuæ;- m
zepsuæ;- s
zero;amb
zestawiaæ;+ s
zgon;- m
zgrabny;+ m
zgraja;- m
zgranie;+ s
zgredy;- s
zgredy;- m
zgromadzaæ;+ s
zgromadziæ;+ s
zgryzota;- s
zgubny;- m
zjadliwy;- m
zjednoczenie;+ m
zjednoczenie;+ s
zmartwienie;- s
zmar³y;- m
zmêczenie;- s
zmêczony;- s
zmiana;amb
zmieniaæ siê;amb
zmienny;- s
zmierzch;amb
zmieszanie;- s
zmieszanie;- m
zmusiæ;- s
zmusiæ;- m
zmuszaæ;- s
zmuszaæ;- m
zmyœlony;amb
znacz¹cy;amb
znaczny;+ s
znaczyæ;+ s
znakomity;+ s
znakomity;+ m
znawca;+ m
zniewaga;- m
zniewa¿enie;- m
zniewolenie;- m
zniszczyæ;- s
zni¿ka;+ s
znoœny;amb
znu¿enie;- s
zrêcznoœæ;+ m
zrêczny;+ s
zrobiæ;+ s
zrównowa¿ony;+ s
zrozumia³y;+ s
zrz¹dzenie losu;amb
zuchwa³y;amb
zupe³ny;amb
zwada;- s
zwalniaæ;amb
zwalniaæ;- s
zw¹tpienie;- s
zwiêd³y;- s
zwiêz³y;amb
zwinnoœæ;+ s
zwinny;+ m
zwolniæ;+ s
zwolniæ;amb
zwrot;amb
zwyciêski;+ s
zwyciêzca;+ m
zw³oka;- s
zysk;+ m
zysk;+ s
zyskowny;+ m
¿ywiæ;+ s
¿ywio³owy;amb
¿ywio³owy;+ s
¿ywotny;+ s
z³o;- s
z³o;- m
z³odziej;- m
z³oœæ;- m
z³oœciæ siê;- s
z³owieszczy;- m
z³owró¿bny;- m
z³o¿ony;- s
z³udzenie;- s
³ad;+ s
³adny;+ s
³agodny;amb
³aknienie;+ s
³akomiæ siê;- s
³akomiæ siê;+ s
³akomiæ siê;amb
³amliwy;- s
³apiduch;- s
³apiduch;- m
³apówa;- m
³apówka;- m
³aska;+ m
³askawca;+ s
³askawoœæ;+ m
³askawy;+ m
³asy;- s
³atwowierny;- s
³atwy;+ s
³azêga;- m
³otrostwo;- m
³zawy;- m
dyskrecja;+ s
przestêpstwo;- s
domek;+ s
domek;+ m
buda;- s
cela œmierci;- m
cela œmierci;- s
si³a;amb
obojêtnoœæ;- m
sytoœæ;+ s
niezadowolenie;- m
niezadowolenie;- s
podejrzliwoœæ;- m
nie³aska;- m
nawa³nica;- s
promienistoœæ;+ s
po¿oga;- m
¿ar;- m
kataklizm;- m
klêska ¿ywio³owa;- m
aromat;amb
alert;amb
bezpieczeñstwo;+ s
ochota;amb
st³oczenie;- s
nies³awa;- m
infamia;- s
wygoda;+ m
stan terminalny;- m
uzale¿nienie;- s
pogodzenie siê;+ s
na³óg;- m
dó³;- m
dó³;- s
ucieleœnienie;amb
uosobienie;amb
¿yj¹tko;+ s
pêkniêcie;- s
nora;- m
tyrka;- s
niecierpliwoœæ;- s
niekonsekwencja;- s
g³upota;- m
rozrzutnoœæ;- m
zawodnoœæ;- s
skrêpowanie;- s
nieumiejêtnoœæ;- s
brzydota;- s
powolnoœæ;- s
okazja;+ s
narodziny;+ s
efekt;+ s
morze;amb
nieporz¹dek;- s
ba³agan;- s
wylewnoœæ;amb
zaleg³y;- s
opór;- s
choroba ducha;- s
choroba ducha;- m
premedytacja;- s
premedytacja;- m
przekleñstwo;- m
poczucie ni¿szoœci;- s
rozdra¿nienie;- s
oczekiwanie;amb
zwymyœlanie;- m
ch³ód;- s
nasycenie;+ s
zdenerwowanie;- m
kaprys;amb
odpoczynek;+ m
rynsztok;- s
nieatrakcyjnoœæ;- s
niepopularnoœæ;- s
nonszalancja;- m
neutralnoœæ;+ s
stronniczoœæ;- s
bezawaryjnoœæ;+ m
feler;- s
bezcelowoœæ;- s
grubas;- m
niewra¿liwoœæ;- m
tupet;- m
dziarskoœæ;+ s
dynamizm;+ m
dynamizm;+ s
dynamizm;amb
nierzeczywistoœæ;- s
treœciwoœæ;+ m
zabieganie;- s
oty³oœæ;- s
szczup³oœæ;+ s
g³êbia;+ m
cisza;amb
poczucie humoru;+ m
niecierpliwy;- s
przystêpnoœæ;+ s
przyzwoitoœæ;+ m
kalectwo;- s
niesprawny;- s
wra¿liwoœæ;+ s
maniera;- m
maniera;- s
staruszka;amb
zwiêz³oœæ;amb
nieistnienie;amb
gruboœæ;- m
sympatia;+ s
kupka;+ s
brodacz;amb
bezmyœlnoœæ;- m
bezradnoœæ;- s
brutalnoœæ;- m
b³yskotliwoœæ;+ m
niecelny;- s
celnoœæ;+ m
chytroœæ;- m
nieciekawy;- s
nieczêsty;+ s
nieuwa¿ny;- s
czu³oœæ;+ m
dogodnoœæ;+ m
niedok³adny;- s
dok³adnoœæ;+ s
wadliwy;- s
wadliwy;- m
pokorny;amb
niedyskretny;- s
tchórzliwy;- m
dzikoœæ;- m
potulny;amb
nieelegancki;- s
niegoœcinny;- s
goœcinnoœæ;amb
goœcinnoœæ;+ m
niegotowy;- s
niegrzeczny;- m
niegrzeczny;- s
grzecznoœæ;+ s
gwa³townoœæ;- m
noblista;+ m
mentor;+ m
wirtuoz;+ m
najeŸdŸca;- m
nieinteligentny;- m
intymnoœæ;+ s
jawnoœæ;+ s
klarownoœæ;+ s
niekonkretny;- s
niekonsekwentny;- s
kontrowersyjnoœæ;- s
kontrowersyjnoœæ;- m
bezkrytyczny;- s
legalnoœæ;+ s
liberalnoœæ;amb
nie³askawy;- s
niem¹dry;- s
malowniczoœæ;+ m
marnoœæ;- m
masowoœæ;amb
masywnoœæ;amb
masywnoœæ;- s
niesystematyczny;- s
oferma;- s
oferma;- m
poszkodowany;- s
powodzianin;- s
rozbitek;amb
rozbitek;- s
bogacz;amb
naiwnoœæ;amb
niejasnoœæ;- s
nieprecyzyjnoœæ;- m
nierównoœæ;- m
nieskutecznoœæ;- s
nieœmia³oœæ;- s
niewiernoœæ;- s
nieznajomoœæ;- s
niez³omnoœæ;+ m
nuda;- m
nieobiektywny;- m
nieobiektywny;- s
stronniczy;- s
obligatoryjnoœæ;amb
nieobojêtny;- s
obrzydliwoœæ;- s
obrzydliwoœæ;- m
ofensywa;- s
kanciasty;- s
okrucieñstwo;- m
nieoptymalny;- s
nienajlepszy;- s
oryginalnoœæ;+ m
oryginalnoœæ;amb
ostatecznoœæ;- s
nieostro¿ny;- m
nieoszczêdny;- m
nieoszczêdny;- s
rozrzutny;- m
pilnoœæ;+ s
poczciwoœæ;amb
poprawnoœæ;+ m
niepoprawny;- m
niepopularny;- s
niepopularny;- m
nieporz¹dny;- s
niepos³uszny;- s
niepos³uszny;- m
prawoœæ;+ m
precyzja;+ s
pró¿noœæ;- m
prywatnoœæ;+ s
przedwczesnoœæ;- s
zamazany;- s
przewidywalny;+ s
przewrotnoœæ;- m
nieprzydatny;- s
nieracjonalny;- s
irracjonalny;- s
racjonalnoœæ;+ s
romantyzm;- s
nierównorzêdny;- s
nierozs¹dny;- m
nierzetelny;- m
rzetelnoœæ;+ s
niesamodzielny;- s
wyspany;+ s
bezsensowny;- m
sensownoœæ;+ s
sentymentalnoœæ;- s
sk¹pstwo;- m
smuk³oœæ;+ m
solidnoœæ;+ s
niespójny;- s
spontanicznoœæ;amb
spryt;amb
srogoœæ;- m
srogoœæ;- s
niezdecydowany;- s
obrobiony;+ s
surowoœæ;+ s
nieszczególny;- s
szczegó³owoœæ;+ s
szczegó³owoœæ;amb
nieszczelny;- s
szczeroœæ;amb
nieszczêsny;- m
szlachetnoœæ;+ m
sztucznoœæ;- m
sztucznoœæ;- s
sk¹piec;- m
têgoœæ;- s
têpota;- m
twardoœæ;amb
uczciwoœæ;+ m
uniwersalnoœæ;+ s
uniwersalizm;+ m
nieuprzejmy;- s
uprzejmoœæ;+ m
amator;amb
oburzenie;- m
nerwy;- s
poci¹g fizyczny;+ s
chêæ posiadania;+ m
chêæ posiadania;amb
obrzydzenie;- m
cierpienie;- m
nieczu³oœæ;- m
starannoœæ;+ s
zarozumia³oœæ;- m
uni¿onoœæ;amb
gips;- m
gips;- s
kana³;- s
klops;- m
klops;- s
rozgoryczenie;- m
umi³owanie;+ s
afekt;+ m
zakochanie;+ m
patriotyzm;+ s
niedba³y;- s
nie¿yczliwoœæ;- m
nieprzychylnoœæ;- m
znudzenie;- s
lenistwo;- m
rozleniwienie;- s
zobojêtnienie;- m
beznamiêtnoœæ;- m
biernoœæ;- s
apatia;- m
radoœæ ¿ycia;+ m
mi³oœæ do ojczyzny;+ m
pobudzenie;amb
rozemocjonowanie;amb
przejœcie;- m
nieprzyjemnoœæ;- m
poczucie winy;- m
poczucie winy;- s
zniechêcenie;- m
zasada;+ m
zasada;+ s
milczenie;- s
cisza;- s
niepoprawnoœæ;- m
niepoprawnoœæ;- s
wykrêt;- s
donacja;+ s
profit;+ s
drobnica;- s
niewdziêczny;- s
wdziêcznoœæ;+ m
wiernoœæ;+ m
wnikliwoœæ;+ s
zajêty;amb
wulgarnoœæ;- m
wyrafinowanie;+ s
wy³¹cznoœæ;amb
wzglêdnoœæ;- s
niezasadny;- s
zasadnoœæ;+ m
zasadnoœæ;+ s
zawi³oœæ;- s
zazdroœæ;amb
zazdroœæ;- m
zuchwa³oœæ;- m
¿ywio³owoœæ;+ s
¿ywio³owoœæ;amb
z³oœliwoœæ;- m
grosze;amb
marny grosz;- m
psi grosz;- m
okup;- m
ekonomia;+ m
ekonomia;+ s
oszczêdnoœci;+ s
obni¿ka;amb
najbli¿si;+ s
ho³ota;- m
dzicz;- m
establishment;- s
high life;+ s
high life;amb
poczet sztandarowy;+ m
czereda;- s
sitwa;- s
sitwa;- m
krewni i znajomi królika;- s
towarzystwo wzajemnej adoracji;- s
kamaryla;- s
kamaryla;- m
plemiê Adamowe;amb
syndykat zbrodni;- m
pó³œwiatek;- m
pó³œwiatek;- s
kondukt;- m
uchodŸstwo;- m
sfora;- s
towarzycho;amb
profesjonalista;+ m
pesymista;- m
spêd;- s
geniusz;+ m
szmat;amb
ogrom;amb
kawa³eczek;amb
kawal¹tek;amb
kilos;amb
licznoœæ;amb
granica;- s
apogeum;amb
szczyt;amb
rekord;amb
zenit;amb
bezlik;amb
bezmiar;amb
gros;amb
lwia czêœæ;amb
wszyœciutko;amb
wszyœciusieñko;amb
wszyœciuchno;amb
nieprawid³owoœæ;- m
nieprawid³owoœæ;- s
niedoœwiadczenie;- s
hobbysta;+ s
niejednomyœlnoœæ;- s
prawdopodobieñstwo;amb
niewiedza;- m
niewiedza;- s
ignorancja;- m
koniecznoœæ;- s
obowi¹zek;amb
nieprawdopodobieñstwo;amb
niemo¿liwoœæ;amb
bielutki;+ s
bledziutki;- s
br¹zowiutki;+ s
brutal;amb
brzydal;- m
chudziutki;+ s
chytrus;- s
chytrus;- m
cichutki;+ s
ciekawski;- s
cieplutki;+ s
odpowiedŸ;+ s
doraŸnoœæ;+ s
doraŸnoœæ;- s
dorodnoœæ;+ s
drobniutki;amb
ekstremum;amb
elegant;+ m
gigant;+ m
g³adziutki;+ s
g³adziutki;+ m
g³upiutki;- s
goluteñki;amb
groza;- m
grubiutki;+ s
grzeczniutki;+ s
grzesznik;- s
dach nad g³ow¹;+ s
w³asny k¹t;+ m
w³asny k¹t;+ s
oaza;+ s
pañstwo totalitarne;- m
jaœniutki;+ s
konstruktywnoœæ;+ s
martwoœæ;- s
m¹drala;amb
przyziemny;amb
mokrutki;+ s
mokrutki;amb
mokruteñki;+ s
mokruteñki;amb
milusi;+ s
milusi;+ m
miluteñki;+ s
miluteñki;+ m
nag³oœæ;amb
niefortunnoœæ;- s
niejawnoœæ;- s
nieograniczonoœæ;+ s
nieograniczonoœæ;amb
pe³nosprawny;+ s
niepokalanoœæ;+ s
niesamowitoœæ;+ m
niesamowitoœæ;amb
widz¹cy;+ s
niziutki;amb
nowiutki;+ s
nowiuœki;+ s
ognistoœæ;+ s
okr¹gluchny;+ s
okropnoœæ;- m
okropieñstwo;- m
olbrzym;amb
optymalizm;+ s
p³yciutki;amb
podlec;- m
przystojnoœæ;+ m
przystojniak;+ m
pychota;+ s
pychota;+ m
pyszniutki;+ m
pyszniutki;+ s
równiutki;+ s
równiuteñki;+ s
rumieniec;amb
rudziutki;+ s
ró¿owiutki;+ s
rzewnoœæ;- m
rzewnoœæ;- s
pijacki;- s
piêkniutki;+ m
piêkniuchny;+ m
poczciwina;amb
zgryŸliwy;- m
poczciwiec;amb
potwornoœæ;- m
precyzyjnoœæ;+ s
rudzielec;- s
samotnik;- s
samotnik;- m
sentymentalizm;- s
si³acz;+ m
siwizna;amb
sk¹pirad³o;- m
skrajnoœæ;- s
skrajnoœæ;- m
skromniutki;+ s
s³abieñki;- s
s³odziutki;+ s
smuklutki;+ s
spryciarz;amb
staroœwieckoœæ;amb
staroœwieckoœæ;- s
straszyd³o;- m
suchutki;amb
szaleniec;- m
szczêœliwiec;+ m
szczêœciarz;+ m
szczuplutki;amb
brudas;- m
taniutki;+ s
têpak;- m
t³uœciutki;+ s
ubo¿uchny;- m
uparciuch;amb
uparciuch;- s
wa¿niak;- m
w¹t³oœæ;- s
weso³ek;amb
wra¿liwiec;- s
wra¿liwiec;amb
wszyœciutki;+ s
wybitnoœæ;+ m
wyrazistoœæ;+ s
zacnoœæ;+ s
zazdroœnik;amb
zbêdnoœæ;- s
zdolniacha;+ m
zdrowiutki;+ m
zdrowiutki;+ s
zgrabniutki;+ s
zgrabnoœæ;+ m
zgrabnoœæ;+ s
zieloniutki;+ s
zieloniuchny;+ s
z³oœliwiec;- s
znakomitoœæ;+ m
zuchwalec;- m
zuchwalstwo;- m
zwyk³oœæ;amb
leñ;- m
konserwatysta;amb
naiwniak;- m
zbytek;amb
celny;+ s
prowincjonalny;- s
prowincjonalny;- m
odpadek;- s
pozosta³oœæ;- s
odkrycie;+ s
coœ mocniejszego;amb
œcinek;- s
pchaæ;- s
obrobiæ;- s
dorabiaæ siê;+ s
ubo¿eæ;- s
obudziæ;+ s
po³akomiæ siê;- s
wybaczaæ;+ s
nieprzypadkowy;amb
rozradowany;+ m
przedmiotowy;- m
s³oneczny;+ s
wizytowy;+ s
niekwestionowany;amb
egzaltowany;- m
egzaltowany;- s
agresywny;amb
akademicki;- s
aktualny;+ s
akustyczny;amb
niekonwencjonalny;amb
otêpia³y;- s
nieapetyczny;- s
artystyczny;+ m
dorobkiewiczowski;- s
autentyczny;+ s
nieautentyczny;- s
automatyczny;+ s
badawczy;amb
barwny;+ m
bezbarwny;- s
kompromisowy;+ s
patowy;- m
bezpieczny;+ m
absurdalny;- m
bzdurny;- s
beztroski;+ s
warunkowy;- s
bezwzglêdny;- m
niepob³a¿liwy;amb
niewyrozumia³y;- m
wyrozumia³y;+ s
bezwzglêdny;- s
biedny;- m
blady;- s
bliski;+ s
nieb³ahy;+ s
strojny;+ s
bogaty;+ m
niebolesny;+ s
bezbolesny;+ s
boski;+ m
braterski;+ s
bratni;+ s
brudny;- m
brzydki;- s
naganny;- m
nieparlamentarny;- s
bujny;+ m
burzliwy;amb
bystry;+ s
przytêpiony;- s
niebrzydki;+ s
ca³y;+ s
zniszczony;- m
ca³y;amb
bezw³adny;- s
niechlubny;- m
chorobliwy;- s
chory;- m
chwiejny;- s
ciasny;- m
cichy;amb
cichy;+ s
ciekawy;+ s
ciemny;- m
nieoœwiecony;- s
ciep³y;+ s
ciep³y;amb
nielekki;- s
ciê¿ki;- m
ciê¿ki;- s
ciê¿kostrawny;- s
czarny;- m
czysty;+ s
niezad³u¿ony;+ s
czysty;amb
